# graph  collection  method   topo  seeds  duration   maxCongestion    maxDilation    avgDilation  Cut   TCV
coAuthorsCiteseer.graph        dimacs      SCOTCH      torus16x16      2     13.76181     11515      13035     99.2157     454652.0     3191768.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      torus16x16      3     13.76181     11515      13035     99.2157     454652.0     3191768.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      torus16x16      4     13.76181     11515      13035     99.2157     454652.0     3191768.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      torus16x16      5     13.76181     11515      13035     99.2157     454652.0     3191768.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      torus8x8x8      1     5.766046     3343      4218     26.4624     453829.0     2441000.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      torus8x8x8      2     5.766046     3343      4218     26.4624     453829.0     2441000.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      torus8x8x8      3     5.766046     3343      4218     26.4624     453829.0     2441000.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      torus8x8x8      4     5.766046     3343      4218     26.4624     453829.0     2441000.0
coAuthorsCiteseer.graph        dimacs      SCOTCH      torus8x8x8      5     5.766046     3343      4218     26.4624     453829.0     2441000.0
coAuthorsCiteseer.graph        dimacs      SCOTCH_alma      grid16x16      1     466.184     15693      1848     88.9454     552335.0     2756062.0
coAuthorsCiteseer.graph        dimacs      SCOTCH_alma      grid16x16      2     457.497     14428      1650     84.1977     543636.0     2606256.0
coAuthorsCiteseer.graph        dimacs      SCOTCH_alma      grid16x16      3     449.163     14119      1603     87.4079     553126.0     2721532.0
coAuthorsCiteseer.graph        dimacs      SCOTCH_alma      grid16x16      4     460.182     12316      1582     83.4378     535557.0     2576058.0
coAuthorsCiteseer.graph        dimacs      SCOTCH_alma      grid16x16      5     472.458     15806      2328     84.1796     543830.0     2585239.0
coAuthorsCiteseer.graph        dimacs      SCOTCH_alma      grid8x8x8      1     338.243     5812      1325     24.548     549829.0     1980042.0
coAuthorsCiteseer.graph        dimacs      SCOTCH_alma      grid8x8x8      2     342.026     5762      1343     24.5923     557767.0     2059683.0
coAuthorsCiteseer.graph        dimacs      SCOTCH_alma      grid8x8x8      3     337.036     5927      1117     24.2497     549407.0     1968956.0
coAuthorsCiteseer.graph        dimacs      SCOTCH_alma      grid8x8x8      4     334.975     5752      1348     23.9865     554196.0     1952644.0
